age,annual_income,emp_length,home_ownership,loan_amount,purpose,loan_term,verification_status,revol_util,revol_bal,earliest_credit_line,credit_inquiries_last_6m,open_credit_lines,credit_utilization,delinquency_2yrs,total_current_balance,loan_status,recovered_amount,total_rec_prncp,funded_amnt
47,72608,1 years,RENT,21669,other, 36 months,Not Verified,0.35528164401922635,11061,2008-03-22 11:00:43.581242,3,3,0.7086638028959594,0,65337,fully_paid,0.0,21669.0,21669
32,47530,1 years,MORTGAGE,9487,credit_card, 36 months,Source Verified,0.502975047265892,36697,2009-01-05 11:00:43.581245,4,12,0.5212242195834909,0,4455,fully_paid,0.0,9487.0,9487
59,36742,8 years,MORTGAGE,8897,credit_card, 36 months,Verified,0.536527376242578,18141,2014-11-23 11:00:43.581249,4,13,0.43145713181947426,0,34671,charged_off,870.8379339823696,5977.2501052067655,8897
23,65271,4 years,OWN,26853,other, 60 months,Source Verified,0.46908476380809433,26424,2016-10-06 11:00:43.581252,5,8,0.19615842474014866,0,58925,fully_paid,0.0,26853.0,26853
28,93041,4 years,MORTGAGE,15214,other, 36 months,Verified,0.19843069018657147,5168,2008-04-08 11:00:43.581255,4,2,0.5188491528372684,1,50828,fully_paid,0.0,15214.0,15214
39,66811,2 years,OWN,9656,debt_consolidation, 60 months,Source Verified,0.4469164934150694,4994,2014-10-26 11:00:43.581259,1,13,0.48603746183740626,1,36350,fully_paid,0.0,9656.0,9656
48,107778,< 1 year,RENT,15039,debt_consolidation, 36 months,Source Verified,0.29883086614940896,2965,2019-10-09 11:00:43.581262,0,14,0.09308678889553607,0,70844,default,3811.8887587076,515.5678144875814,15039
55,33720,< 1 year,RENT,20951,home_improvement, 36 months,Verified,0.206317457258,1682,2018-02-24 11:00:43.581265,5,14,0.29867156060715006,1,70691,fully_paid,0.0,20951.0,20951
48,69697,< 1 year,OWN,19348,credit_card, 36 months,Verified,0.3377261517458013,0,2017-04-11 11:00:43.581268,0,3,0.38047288395979434,0,43506,fully_paid,0.0,19348.0,19348
38,38690,1 years,RENT,21819,debt_consolidation, 60 months,Not Verified,0.463066294128885,17332,2020-02-03 11:00:43.581271,2,11,0.3805145477105741,0,34057,charged_off,3636.001219286572,3015.842248137215,21819
64,79090,10+ years,MORTGAGE,6253,major_purchase, 36 months,Not Verified,0.6002766291321296,11441,2009-04-07 11:00:43.581275,1,8,0.4943565568356073,0,75937,charged_off,2811.5840116527884,1030.973746151036,6253
45,92172,10 years,MORTGAGE,21644,debt_consolidation, 36 months,Not Verified,0.34921433799781676,23754,2017-04-29 11:00:43.581280,5,2,0.47804563687536733,1,45238,fully_paid,0.0,21644.0,21644
46,59480,9 years,RENT,13746,debt_consolidation, 36 months,Source Verified,0.3842780396493486,11896,2022-02-04 11:00:43.581283,3,8,0.4874490411502817,0,50421,fully_paid,0.0,13746.0,13746
28,20000,7 years,OWN,15623,debt_consolidation, 36 months,Not Verified,0.5607858559169749,0,2016-04-23 11:00:43.581286,5,14,0.951916725981903,0,73485,fully_paid,0.0,15623.0,15623
27,74973,4 years,MORTGAGE,23466,credit_card, 36 months,Source Verified,0.41417437409507246,19436,2019-06-01 11:00:43.581290,2,9,0.41171510102500153,0,16998,fully_paid,0.0,23466.0,23466
45,80918,10+ years,MORTGAGE,19919,credit_card, 36 months,Verified,0.4763103151778522,0,2020-07-28 11:00:43.581293,3,12,0.32612583963140357,2,34452,fully_paid,0.0,19919.0,19919
54,80107,6 years,MORTGAGE,17457,debt_consolidation, 36 months,Verified,0.41559369443878846,17143,2010-12-18 11:00:43.581296,5,14,0.8133988399325188,0,42172,fully_paid,0.0,17457.0,17457
50,100894,2 years,OWN,1112,debt_consolidation, 60 months,Verified,0.4405463376479379,7286,2021-09-30 11:00:43.581300,3,3,0.792788342165897,0,107214,fully_paid,0.0,1112.0,1112
64,43223,7 years,MORTGAGE,14681,debt_consolidation, 36 months,Verified,0.1841951081464203,17325,2022-04-26 11:00:43.581303,4,5,0.2835559920934173,0,12421,fully_paid,0.0,14681.0,14681
43,87005,2 years,OWN,9507,credit_card, 36 months,Not Verified,0.42446533723297125,563,2019-09-24 11:00:43.581306,3,8,0.7426855384618062,1,51193,fully_paid,0.0,9507.0,9507
47,99812,10 years,OWN,19977,debt_consolidation, 36 months,Verified,0.6855724764170592,22783,2014-09-14 11:00:43.581309,5,2,0.13066557586850064,0,23402,default,7909.656984201002,7121.4130353303,19977
49,25535,8 years,RENT,21936,major_purchase, 36 months,Source Verified,0.4337982862828662,15376,2007-05-14 11:00:43.581313,3,7,1.0,0,119276,fully_paid,0.0,21936.0,21936
42,77991,8 years,RENT,12885,debt_consolidation, 60 months,Source Verified,0.2332498116324561,11557,2016-04-07 11:00:43.581316,1,6,0.8565675928952329,0,58004,fully_paid,0.0,12885.0,12885
28,57395,1 years,OWN,10330,major_purchase, 36 months,Verified,0.6953060074905404,0,2017-01-22 11:00:43.581319,4,12,0.6063869339470263,0,21406,charged_off,4509.254646408371,7557.119357689457,10330
38,67961,8 years,RENT,25894,debt_consolidation, 36 months,Source Verified,0.5442743355577517,33105,2015-11-03 11:00:43.581322,4,7,0.6717140842522664,0,620,fully_paid,0.0,25894.0,25894
41,78691,2 years,RENT,10777,home_improvement, 60 months,Verified,0.5535255524534709,5932,2012-04-16 11:00:43.581326,2,9,0.5887433638328072,0,68360,fully_paid,0.0,10777.0,10777
62,57819,6 years,MORTGAGE,6638,debt_consolidation, 36 months,Not Verified,0.5481044577944867,17629,2010-05-28 11:00:43.581329,4,12,0.3681938594703801,1,55793,charged_off,1686.8509121334814,2071.2134085814996,6638
41,53107,1 years,RENT,9171,debt_consolidation, 36 months,Verified,0.17472592077100293,5511,2014-12-11 11:00:43.581332,0,12,0.739132654773922,0,69071,fully_paid,0.0,9171.0,9171
43,70853,5 years,OWN,11115,other, 36 months,Source Verified,0.5295609943901648,52774,2012-04-06 11:00:43.581335,1,2,0.7712315801685582,3,19802,fully_paid,0.0,11115.0,11115
49,42818,< 1 year,OWN,8970,other, 60 months,Not Verified,0.6769260916353086,16494,2018-12-13 11:00:43.581339,2,4,0.3545487607626061,1,106048,charged_off,1610.9278344600586,5699.383002600919,8970
61,42854,7 years,MORTGAGE,20917,credit_card, 60 months,Not Verified,0.30395965493099264,8853,2008-05-12 11:00:43.581342,0,12,0.49359888679083463,0,52456,fully_paid,0.0,20917.0,20917
28,86984,10 years,OWN,1000,home_improvement, 60 months,Not Verified,0.014277253922647892,21057,2010-02-21 11:00:43.581345,3,14,0.25336373883513486,0,62732,charged_off,377.3785390673256,223.4737313245013,1000
22,41280,1 years,RENT,8822,credit_card, 36 months,Source Verified,0.47311431092762757,22500,2007-11-12 11:00:43.581348,0,10,0.4904703135393816,1,68717,charged_off,1312.332052581814,1861.9998093038414,8822
53,86657,2 years,OWN,14667,other, 60 months,Source Verified,0.4065495295058801,18945,2007-09-14 11:00:43.581352,2,13,0.44647743914211196,0,53080,fully_paid,0.0,14667.0,14667
34,81564,7 years,MORTGAGE,16471,debt_consolidation, 36 months,Source Verified,0.09047689732808917,11764,2010-08-29 11:00:43.581355,4,9,0.7504977603953713,0,89166,fully_paid,0.0,16471.0,16471
51,26854,6 years,MORTGAGE,26842,credit_card, 36 months,Not Verified,0.5210757111627045,19405,2007-03-22 11:00:43.581358,1,5,0.8201681466627009,0,34101,default,7086.520305179815,8572.680740520664,26842
44,53060,3 years,OWN,25816,credit_card, 60 months,Not Verified,0.5060584718131887,13446,2019-04-07 11:00:43.581361,2,12,0.28726843238322475,0,80669,fully_paid,0.0,25816.0,25816
40,99852,10 years,RENT,3794,debt_consolidation, 36 months,Verified,0.10677217334167172,14747,2007-07-04 11:00:43.581365,0,11,0.6538274829474215,0,89994,charged_off,1345.9607508342642,1270.1343035019547,3794
53,45470,2 years,MORTGAGE,1643,other, 36 months,Source Verified,0.7778614444757308,7145,2009-07-29 11:00:43.581368,0,10,0.6759316144758889,2,81099,fully_paid,0.0,1643.0,1643
51,58389,10 years,RENT,15174,debt_consolidation, 36 months,Not Verified,0.5502242381560963,365,2015-04-25 11:00:43.581371,2,8,0.15042652654438787,1,93030,fully_paid,0.0,15174.0,15174
50,81551,4 years,MORTGAGE,10287,debt_consolidation, 36 months,Source Verified,0.02194796066256577,20632,2015-07-18 11:00:43.581375,5,3,0.6930010142705278,0,28089,fully_paid,0.0,10287.0,10287
50,89584,3 years,OWN,6655,credit_card, 60 months,Verified,0.5637728131170212,21063,2008-07-07 11:00:43.581378,5,2,0.20437562192183162,0,64899,fully_paid,0.0,6655.0,6655
51,63711,7 years,RENT,15112,credit_card, 36 months,Source Verified,0.5579652140835372,27966,2017-02-05 11:00:43.581381,2,2,0.39775551587895963,0,62522,fully_paid,0.0,15112.0,15112
37,55062,8 years,RENT,16614,debt_consolidation, 36 months,Source Verified,0.6830016128571723,15485,2007-12-06 11:00:43.581384,5,14,0.31979798057300335,0,52246,fully_paid,0.0,16614.0,16614
61,105559,2 years,RENT,9127,debt_consolidation, 36 months,Not Verified,0.27522482562835304,12842,2007-09-19 11:00:43.581388,2,4,0.1857770948883568,0,68807,default,3559.9222712381543,6898.192940883668,9127
40,113472,10 years,MORTGAGE,10631,major_purchase, 60 months,Source Verified,0.5666606106680595,901,2019-03-20 11:00:43.581391,4,14,0.7207583420808272,1,86210,fully_paid,0.0,10631.0,10631
39,94471,7 years,MORTGAGE,9665,debt_consolidation, 60 months,Verified,0.3526696189273375,14604,2014-09-26 11:00:43.581394,2,11,0.31155952643471907,2,28329,fully_paid,0.0,9665.0,9665
22,72132,8 years,RENT,12119,credit_card, 36 months,Verified,0.2887030459722445,18601,2021-02-05 11:00:43.581397,3,3,0.4207419710125703,0,13786,fully_paid,0.0,12119.0,12119
35,49793,6 years,MORTGAGE,18790,home_improvement, 60 months,Verified,0.22699869996532177,0,2021-05-19 11:00:43.581401,1,5,0.4986358322898509,0,43849,default,4750.540327646996,9030.357552093405,18790
23,49238,6 years,RENT,7454,credit_card, 60 months,Source Verified,0.01937135880526436,25690,2018-12-11 11:00:43.581404,1,9,0.6485975006198158,0,0,fully_paid,0.0,7454.0,7454
49,83062,10 years,OWN,10515,major_purchase, 36 months,Source Verified,0.5080848005060858,7879,2005-11-29 11:00:43.581407,3,6,0.3062732151060568,0,47918,charged_off,1975.9946316613991,5646.21905054747,10515
51,80459,1 years,RENT,12205,home_improvement, 36 months,Verified,0.3453901834969685,13038,2012-07-24 11:00:43.581410,0,6,0.5974978321767777,0,92889,charged_off,5390.467288311408,3623.329013019174,12205
59,105039,4 years,MORTGAGE,14952,credit_card, 36 months,Source Verified,0.0,20977,2014-10-08 11:00:43.581414,0,7,0.4538040639148668,1,7296,fully_paid,0.0,14952.0,14952
25,86261,1 years,MORTGAGE,16931,credit_card, 60 months,Not Verified,0.4150710399711327,14926,2009-06-16 11:00:43.581417,0,14,0.2983851387238128,3,37469,fully_paid,0.0,16931.0,16931
22,32422,4 years,MORTGAGE,29295,credit_card, 36 months,Verified,0.631569370291915,29033,2006-10-04 11:00:43.581420,0,13,0.7041015623213898,2,15898,fully_paid,0.0,29295.0,29295
29,96298,2 years,MORTGAGE,19004,credit_card, 36 months,Verified,0.13860290817281457,21288,2007-06-02 11:00:43.581423,4,6,0.9156912139856022,1,61901,fully_paid,0.0,19004.0,19004
50,45048,< 1 year,MORTGAGE,19171,other, 36 months,Not Verified,0.25748018361764147,13516,2006-06-18 11:00:43.581427,3,6,0.5407884981741828,3,69105,fully_paid,0.0,19171.0,19171
60,60400,5 years,MORTGAGE,13133,debt_consolidation, 60 months,Source Verified,0.48818434188317744,0,2012-07-12 11:00:43.581430,1,8,0.3782061546182193,2,50642,fully_paid,0.0,13133.0,13133
24,76255,10 years,MORTGAGE,8140,debt_consolidation, 36 months,Not Verified,0.0,24961,2017-05-11 11:00:43.581433,3,7,0.35285931283620475,0,29454,fully_paid,0.0,8140.0,8140
53,119891,9 years,MORTGAGE,11302,debt_consolidation, 60 months,Source Verified,0.2932637400268628,3204,2007-08-30 11:00:43.581436,1,14,0.661285061043994,0,55708,fully_paid,0.0,11302.0,11302
31,147747,< 1 year,OWN,10027,debt_consolidation, 60 months,Not Verified,0.46932126809450003,23518,2018-08-21 11:00:43.581440,0,14,0.502704090508637,0,87117,fully_paid,0.0,10027.0,10027
31,85168,10+ years,RENT,17745,debt_consolidation, 36 months,Not Verified,0.2877763905486177,19901,2012-09-04 11:00:43.581443,4,11,0.28753470226345995,0,76690,charged_off,2144.14926181317,962.4574245130829,17745
40,65420,10 years,OWN,3441,other, 36 months,Source Verified,0.14039830278166848,13012,2007-05-23 11:00:43.581446,2,12,0.161362062360713,0,37793,fully_paid,0.0,3441.0,3441
55,83362,3 years,RENT,19147,credit_card, 36 months,Not Verified,0.14998226498121536,24532,2018-03-03 11:00:43.581449,2,3,0.5762428690113877,1,40274,fully_paid,0.0,19147.0,19147
54,92191,8 years,OWN,14179,credit_card, 60 months,Not Verified,0.07757729369491206,20210,2007-10-05 11:00:43.581453,5,14,0.246933452049026,0,39448,default,1444.6008969521133,456.3343954191619,14179
44,61983,3 years,OWN,20133,credit_card, 36 months,Source Verified,0.2733929198876637,18283,2010-07-04 11:00:43.581456,0,2,0.4194866269871439,0,64712,fully_paid,0.0,20133.0,20133
49,114880,6 years,MORTGAGE,9932,other, 36 months,Verified,0.6113323898522054,0,2013-02-07 11:00:43.581459,0,2,0.8257426705944055,0,8544,fully_paid,0.0,9932.0,9932
53,75751,4 years,RENT,8690,credit_card, 36 months,Source Verified,0.8723781406340426,15398,2007-12-12 11:00:43.581462,3,5,0.33377224761395685,0,66280,fully_paid,0.0,8690.0,8690
28,82443,8 years,RENT,12153,other, 36 months,Not Verified,0.40723654588861835,2571,2020-09-29 11:00:43.581465,4,3,0.7107365111597643,0,33757,charged_off,4759.420693370152,2398.4959616743977,12153
50,86648,< 1 year,OWN,11985,debt_consolidation, 60 months,Source Verified,0.5536497154305087,4040,2007-04-20 11:00:43.581469,4,7,0.2957593319534574,0,42051,fully_paid,0.0,11985.0,11985
29,80539,6 years,MORTGAGE,20644,major_purchase, 36 months,Verified,0.21183558516159395,11388,2020-04-11 11:00:43.581472,3,13,0.6749376348402034,0,28079,fully_paid,0.0,20644.0,20644
22,90973,8 years,RENT,20577,credit_card, 60 months,Verified,0.0,29634,2015-12-06 11:00:43.581475,4,13,0.615027547445965,0,71938,fully_paid,0.0,20577.0,20577
24,54568,1 years,OWN,28335,debt_consolidation, 36 months,Source Verified,0.77032181540789,18653,2010-02-06 11:00:43.581478,4,10,0.5976357197660244,0,32218,fully_paid,0.0,28335.0,28335
45,56042,6 years,MORTGAGE,11531,credit_card, 36 months,Verified,0.28098025179043407,19312,2018-08-12 11:00:43.581482,2,11,0.3782681869644515,0,21218,fully_paid,0.0,11531.0,11531
44,42496,1 years,MORTGAGE,1000,credit_card, 60 months,Source Verified,0.5437416585152239,22704,2015-10-13 11:00:43.581485,4,12,0.627377689031955,0,32625,fully_paid,0.0,1000.0,1000
29,80987,1 years,RENT,12134,debt_consolidation, 36 months,Not Verified,0.4316922370237725,6253,2009-06-15 11:00:43.581488,0,11,0.5749161068009149,0,17536,fully_paid,0.0,12134.0,12134
58,89473,8 years,OWN,16614,credit_card, 60 months,Source Verified,0.5989181857671445,0,2009-03-22 11:00:43.581491,2,9,0.8775886187436261,0,75850,fully_paid,0.0,16614.0,16614
24,81444,7 years,RENT,20001,debt_consolidation, 36 months,Verified,0.5908195320751951,0,2012-11-30 11:00:43.581495,0,5,0.3768091711141276,0,16917,fully_paid,0.0,20001.0,20001
54,111862,3 years,MORTGAGE,17125,debt_consolidation, 36 months,Verified,0.4555451312669021,17310,2012-08-30 11:00:43.581498,0,14,0.7571982350917548,0,48702,default,6439.036301927301,668.3109011024552,17125
49,69860,6 years,RENT,11526,major_purchase, 36 months,Verified,0.47755624187247747,24866,2011-06-16 11:00:43.581501,3,13,0.31987420700178837,0,30480,default,5103.024516450741,3786.554691059591,11526
29,86718,9 years,RENT,26999,credit_card, 60 months,Verified,0.6425169163947102,24127,2009-07-13 11:00:43.581504,5,3,0.45224098716004,2,97056,fully_paid,0.0,26999.0,26999
55,42707,7 years,RENT,7763,other, 60 months,Source Verified,0.3180614247413302,6689,2021-01-29 11:00:43.581508,4,2,0.37229835102278286,0,62688,charged_off,462.3922135450379,6078.325810637965,7763
56,60322,10+ years,RENT,13077,credit_card, 36 months,Source Verified,0.7111229922925452,28554,2008-07-11 11:00:43.581511,4,8,0.40091165768921155,0,31123,fully_paid,0.0,13077.0,13077
53,87388,3 years,MORTGAGE,7440,debt_consolidation, 36 months,Verified,0.25842875051901437,35430,2013-06-20 11:00:43.581514,4,11,0.4685240703665856,1,55146,charged_off,2407.263159087978,4915.227863075011,7440
45,91227,6 years,RENT,15137,credit_card, 36 months,Verified,0.4153159862406935,21076,2014-07-11 11:00:43.581517,4,4,0.7883496732174609,2,22718,fully_paid,0.0,15137.0,15137
35,62650,< 1 year,RENT,26123,credit_card, 36 months,Verified,0.525835971574911,29872,2007-08-29 11:00:43.581521,2,7,0.5913285829485683,0,70144,fully_paid,0.0,26123.0,26123
53,68210,4 years,OWN,14013,major_purchase, 60 months,Not Verified,0.07418134227386941,23731,2015-08-25 11:00:43.581524,1,6,0.7468155660962567,1,55031,charged_off,917.7029372317819,7278.8357050888235,14013
64,32053,3 years,RENT,14056,debt_consolidation, 36 months,Source Verified,0.6763696071586165,12702,2018-09-30 11:00:43.581527,0,6,0.502915154544007,1,62569,default,6960.127257227139,10225.010615154435,14056
37,61074,9 years,RENT,3128,other, 60 months,Not Verified,0.4951801669049961,8354,2021-07-22 11:00:43.581531,5,13,0.7565470549335314,0,21391,fully_paid,0.0,3128.0,3128
25,92259,10 years,MORTGAGE,12991,major_purchase, 36 months,Not Verified,1.0,0,2007-03-18 11:00:43.581534,5,3,0.5454017883814208,1,8484,fully_paid,0.0,12991.0,12991
58,84380,2 years,MORTGAGE,23053,credit_card, 60 months,Source Verified,0.8161385020860594,10552,2007-05-26 11:00:43.581537,1,10,0.342148950312688,0,94,default,2902.508403566291,1566.488076527046,23053
42,82516,1 years,MORTGAGE,13248,major_purchase, 36 months,Not Verified,0.3978197737992571,12631,2011-08-12 11:00:43.581540,1,12,0.7112001266056813,0,2367,fully_paid,0.0,13248.0,13248
35,71244,2 years,MORTGAGE,12775,debt_consolidation, 36 months,Verified,0.7571173404952145,12852,2018-03-20 11:00:43.581544,1,5,0.7967804296107062,0,50326,default,616.7184392790978,9293.1064367028,12775
52,70176,7 years,MORTGAGE,22740,major_purchase, 60 months,Source Verified,0.5694672650708488,13874,2006-12-18 11:00:43.581547,2,11,0.6276633933651351,0,107654,charged_off,9958.106090217061,11439.025964258894,22740
39,53491,10 years,RENT,12805,home_improvement, 36 months,Verified,0.44622143370269185,0,2015-09-24 11:00:43.581550,1,2,0.6661759921122623,1,38022,charged_off,874.1102786333294,7051.386742432869,12805
28,87470,1 years,MORTGAGE,24044,debt_consolidation, 60 months,Not Verified,0.06812750815404595,22790,2015-11-03 11:00:43.581553,2,3,0.7558306173807641,1,32637,fully_paid,0.0,24044.0,24044
31,80524,6 years,MORTGAGE,6007,major_purchase, 60 months,Verified,0.11529297180595371,23950,2012-05-22 11:00:43.581558,3,10,0.44599033317780157,2,48372,fully_paid,0.0,6007.0,6007
28,82300,7 years,MORTGAGE,19744,credit_card, 36 months,Not Verified,0.40087405031659334,18710,2005-08-27 11:00:43.581562,3,8,0.3564110375481686,0,26413,fully_paid,0.0,19744.0,19744
54,56849,9 years,OWN,26524,credit_card, 36 months,Verified,0.30092707464201096,3306,2015-02-09 11:00:43.581565,5,11,0.5725395622363871,0,11545,charged_off,1985.6251299941907,5810.421014008571,26524
44,20000,8 years,RENT,22054,credit_card, 36 months,Not Verified,0.44503784495940535,18669,2016-12-08 11:00:43.581568,3,3,0.8452902383923067,1,30363,charged_off,10782.714962630487,13406.293440628911,22054
42,97428,6 years,MORTGAGE,1929,debt_consolidation, 36 months,Verified,0.6744739661872603,15226,2012-03-19 11:00:43.581572,2,8,0.5602379292312247,0,43191,fully_paid,0.0,1929.0,1929
40,58029,3 years,MORTGAGE,10531,credit_card, 36 months,Source Verified,0.5729916411675352,19744,2021-08-16 11:00:43.581575,2,5,0.6259413058345626,0,105782,charged_off,1855.537665470996,659.2379609035689,10531
40,48430,8 years,MORTGAGE,13306,other, 36 months,Source Verified,0.2607427834176156,30511,2006-03-22 11:00:43.581578,0,11,0.5149460077786868,1,35344,fully_paid,0.0,13306.0,13306
57,87336,7 years,RENT,22069,debt_consolidation, 36 months,Source Verified,0.5849915789011518,13215,2011-07-26 11:00:43.581581,1,3,0.5589145849463483,0,55843,default,7253.788896308854,17546.209199336765,22069
50,60199,3 years,RENT,5678,debt_consolidation, 36 months,Source Verified,0.2171905358318964,16815,2019-06-22 11:00:43.581585,4,13,0.3943963756889338,0,8841,fully_paid,0.0,5678.0,5678
39,96498,9 years,RENT,7867,debt_consolidation, 36 months,Not Verified,0.17155194960311132,6356,2021-01-13 11:00:43.581588,4,5,0.6096534697667866,0,70816,fully_paid,0.0,7867.0,7867
23,85425,10+ years,MORTGAGE,3763,credit_card, 36 months,Verified,0.476327413540407,24216,2015-11-29 11:00:43.581591,1,6,0.6755568534635823,0,27821,fully_paid,0.0,3763.0,3763
22,87089,2 years,RENT,9219,home_improvement, 36 months,Not Verified,0.23709948154351645,22027,2017-05-25 11:00:43.581594,4,14,0.19949691656593282,0,16118,fully_paid,0.0,9219.0,9219
26,35851,3 years,RENT,6238,home_improvement, 36 months,Source Verified,0.27163084344693855,17165,2009-06-18 11:00:43.581598,4,5,0.19977163114073732,0,19157,default,707.3576369116727,1855.4524775956377,6238
41,100298,2 years,MORTGAGE,26185,major_purchase, 36 months,Not Verified,0.5987944128150957,4468,2007-09-23 11:00:43.581601,4,4,0.14922763362220692,0,30742,fully_paid,0.0,26185.0,26185
32,76531,1 years,RENT,10468,credit_card, 36 months,Source Verified,0.5315267382015381,8166,2019-02-24 11:00:43.581604,5,7,0.7950914397630112,1,15316,default,1904.6183452252585,5530.717630311709,10468
63,60768,4 years,MORTGAGE,19836,debt_consolidation, 36 months,Source Verified,0.3256388638433327,0,2010-12-05 11:00:43.581607,2,2,0.3150413026012,0,58738,default,2431.2631747500027,12412.308133326349,19836
23,73584,5 years,RENT,15125,major_purchase, 36 months,Not Verified,0.07498020625642743,8048,2010-04-27 11:00:43.581611,2,9,0.5703454884871318,0,17469,fully_paid,0.0,15125.0,15125
24,25594,6 years,MORTGAGE,15027,home_improvement, 60 months,Source Verified,0.25296753798660665,22093,2017-08-26 11:00:43.581614,2,13,0.857003177909994,0,69375,charged_off,5472.349289217628,5012.128201557786,15027
44,80216,5 years,OWN,10859,credit_card, 36 months,Source Verified,0.7884156020330402,18957,2019-07-26 11:00:43.581617,1,6,0.5665047645902004,0,34741,fully_paid,0.0,10859.0,10859
33,44265,1 years,MORTGAGE,20390,credit_card, 36 months,Verified,0.5933080829998827,16596,2020-06-30 11:00:43.581620,3,9,0.6028586902185391,3,22491,charged_off,1712.5764506563446,14031.402613770859,20390
41,36183,3 years,MORTGAGE,16080,major_purchase, 60 months,Verified,0.6847181902040558,29842,2021-10-27 11:00:43.581624,5,11,0.3313749654893474,0,29502,fully_paid,0.0,16080.0,16080
26,31941,1 years,RENT,15677,home_improvement, 60 months,Source Verified,0.45120494898037494,18045,2005-08-23 11:00:43.581627,5,5,0.5666421952470727,0,19531,default,1772.108541145358,5504.147280246259,15677
58,97817,< 1 year,RENT,10846,debt_consolidation, 36 months,Not Verified,0.3297903485055557,9228,2017-08-07 11:00:43.581630,4,5,0.30098070841627766,0,50647,fully_paid,0.0,10846.0,10846
59,54268,5 years,RENT,11991,home_improvement, 36 months,Source Verified,0.5810385134743777,8000,2020-07-16 11:00:43.581633,0,6,0.11933771086219158,0,33643,charged_off,3315.0159887510495,6084.6583054059665,11991
51,108343,5 years,MORTGAGE,19122,debt_consolidation, 36 months,Verified,0.656367805719059,12682,2014-07-26 11:00:43.581636,2,6,0.5104683836580742,1,83341,fully_paid,0.0,19122.0,19122
30,56604,10+ years,MORTGAGE,16610,debt_consolidation, 36 months,Source Verified,0.30405162094088756,10498,2013-11-11 11:00:43.581640,5,12,0.5641632321671363,1,0,fully_paid,0.0,16610.0,16610
55,27316,< 1 year,OWN,15864,credit_card, 60 months,Source Verified,0.25735903940439325,24529,2011-01-15 11:00:43.581643,5,7,0.39432329231140995,0,85043,fully_paid,0.0,15864.0,15864
56,42086,6 years,MORTGAGE,9721,debt_consolidation, 36 months,Source Verified,0.09574807206434793,19214,2018-05-11 11:00:43.581646,0,6,0.3506750434538027,2,29820,fully_paid,0.0,9721.0,9721
43,100895,8 years,RENT,28608,debt_consolidation, 60 months,Not Verified,0.2523149988112272,11803,2021-09-30 11:00:43.581649,4,6,0.45731376762201464,0,98012,fully_paid,0.0,28608.0,28608
45,66102,10 years,MORTGAGE,11642,debt_consolidation, 36 months,Not Verified,0.5337837752687444,12183,2017-07-26 11:00:43.581653,5,14,0.35465270529833415,0,53614,charged_off,2111.3459749542785,8967.507431278003,11642
38,56292,10+ years,MORTGAGE,14788,credit_card, 60 months,Verified,0.2807478230910093,22032,2015-06-24 11:00:43.581656,5,9,0.6484402963540326,0,85990,fully_paid,0.0,14788.0,14788
31,74000,1 years,RENT,13690,other, 36 months,Not Verified,0.5863460101941699,25109,2008-06-01 11:00:43.581659,3,7,0.5893692661670111,0,47716,default,4352.697517227324,10105.5594511516,13690
51,82544,4 years,OWN,28682,major_purchase, 36 months,Source Verified,0.793434992560629,0,2012-09-27 11:00:43.581663,0,3,0.8256082340810673,0,45872,charged_off,11278.935964889532,11003.89422591497,28682
44,97934,10 years,RENT,12964,debt_consolidation, 36 months,Not Verified,0.4049641109249601,13287,2011-07-12 11:00:43.581666,4,5,0.4288983667805637,2,21533,fully_paid,0.0,12964.0,12964
53,106212,< 1 year,OWN,12323,credit_card, 36 months,Verified,0.3967460478180671,15914,2016-07-11 11:00:43.581669,4,5,0.5139644535003968,1,47255,fully_paid,0.0,12323.0,12323
38,61005,1 years,OWN,15828,major_purchase, 36 months,Source Verified,0.5097223054242359,20481,2020-03-12 11:00:43.581672,2,6,0.5347159401970061,0,20005,default,2447.144070074063,6547.121995743878,15828
38,36848,9 years,RENT,10145,debt_consolidation, 60 months,Verified,0.28511950587900076,16129,2014-10-10 11:00:43.581676,3,7,0.42540115991913763,0,55619,fully_paid,0.0,10145.0,10145
35,59663,< 1 year,OWN,15781,home_improvement, 36 months,Source Verified,0.2705358796996936,19071,2012-04-26 11:00:43.581679,4,12,0.10330225660865411,1,54840,fully_paid,0.0,15781.0,15781
30,76507,7 years,RENT,31601,home_improvement, 60 months,Verified,0.27649846195393674,12630,2014-01-22 11:00:43.581682,3,6,0.5887780360100392,0,46320,fully_paid,0.0,31601.0,31601
61,45906,7 years,OWN,17097,debt_consolidation, 36 months,Verified,0.170884492913049,6941,2014-07-20 11:00:43.581685,2,12,0.9669643382693696,0,87109,default,2360.556184282292,9424.066344107458,17097
23,46071,10+ years,OWN,16842,other, 36 months,Verified,0.5799573701526036,22841,2017-08-16 11:00:43.581694,0,7,0.6998710823584443,0,64928,fully_paid,0.0,16842.0,16842
46,78594,5 years,RENT,9974,other, 60 months,Verified,0.30068400925201655,23159,2008-09-16 11:00:43.581697,5,9,0.8916373515848983,0,22395,fully_paid,0.0,9974.0,9974
60,68783,7 years,MORTGAGE,26964,debt_consolidation, 36 months,Verified,0.6222773850862519,21518,2007-08-16 11:00:43.581700,5,5,0.6793592721810594,0,67050,fully_paid,0.0,26964.0,26964
